Edad,Fecha de nacimiento,Sexo,Lugar de residencia,Composición del hogar,Grado de consanguinidad,Número de personas con quienes vive,Profesión de los padres,Nivel escolar,Rendimiento académico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contactó de forma inapropiada en redes,Involucrado en otros incidentes de agresión,Conocía a la víctima,Antecedentes penales o disciplinarios,Trastorno psicológico o adicción,Atención psicológica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia física o amenazas,Actuó solo o con otras personas,Edad inicio consumo pornográfico,Contenido violento o explícito en material
7,2022-12-19,Otro,Port Jeffreyborough,Nuclear,Otros familiares,7,Profesional,Primaria,7,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Premeditado,No,Con otras personas,8,Sí
5,2005-10-11,Femenino,West Stacie,Nuclear,Tios,5,Empleado público,Secundaria,8,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Impulsivo,Sí,Solo,7,No
12,2023-07-31,Masculino,Derekton,Extendida,Hermanos,1,Profesor,Secundaria,3,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,12,Sí
11,2020-01-01,Masculino,Maloneburgh,Nuclear,Hermanos,7,Profesional,Técnico,1,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Impulsivo,No,Con otras personas,12,No
7,2015-09-23,Femenino,South Douglasland,Extendida,Padres,7,Empresario,Técnico,4,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,Impulsivo,No,Solo,13,No
2,2007-03-20,Otro,Patrickberg,Nuclear,Otros familiares,5,Obrero,Técnico,1,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Premeditado,No,Con otras personas,6,Sí
3,2018-09-06,Femenino,South Richardberg,Nuclear,Padres,6,Profesional,Primaria,6,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Impulsivo,Sí,Solo,6,Sí
8,2017-01-28,Otro,New Rebeccamouth,Nuclear,Hermanos,6,Desempleado,Primaria,6,No,No,No,No,No,Sí,No,Sí,No,No,No,Premeditado,Sí,Solo,11,Sí
8,2020-12-18,Otro,West Karina,Monoparental,Abuelos,6,Obrero,Universitario,7,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Impulsivo,No,Solo,6,No
10,2011-07-17,Otro,West Madeline,Extendida,Padres,6,Obrero,Primaria,1,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Premeditado,Sí,Solo,12,No
9,2018-06-19,Otro,South Alyssa,Monoparental,Padres,4,Profesional,Secundaria,8,No,Sí,No,Sí,No,No,No,No,No,Sí,No,Impulsivo,Sí,Con otras personas,10,No
6,2012-05-02,Femenino,Port Aprilfort,Nuclear,Hermanos,3,Empresario,Técnico,3,No,Sí,No,No,No,No,No,Sí,No,Sí,No,Premeditado,No,Con otras personas,7,No
13,2015-09-23,Otro,Sandraland,Extendida,Abuelos,1,Profesor,Secundaria,2,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,Impulsivo,No,Con otras personas,14,Sí
4,2022-03-02,Otro,Washingtonhaven,Monoparental,Tios,5,Profesional,Técnico,5,Sí,No,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Premeditado,Sí,Solo,9,Sí
8,2012-02-23,Otro,Freemanberg,Extendida,Abuelos,2,Empresario,Primaria,7,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Impulsivo,Sí,Solo,9,Sí
7,2016-05-01,Otro,Hubbardfort,Nuclear,Otros familiares,3,Profesional,Secundaria,8,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Premeditado,Sí,Solo,6,Sí
2,2018-03-27,Masculino,Port Jill,Monoparental,Padres,5,Empresario,Técnico,9,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Premeditado,Sí,Solo,12,Sí
8,2022-08-05,Otro,South Angelatown,Nuclear,Hermanos,5,Empresario,Secundaria,6,No,Sí,No,No,No,No,No,No,Sí,No,No,Premeditado,No,Solo,12,Sí
1,2010-07-15,Otro,South Brendan,Monoparental,Padres,1,Profesor,Universitario,2,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Premeditado,Sí,Con otras personas,13,Sí
1,2012-11-18,Femenino,Jodyport,Extendida,Otros familiares,6,Empleado público,Secundaria,1,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Impulsivo,No,Solo,13,Sí
8,2017-12-21,Femenino,East Michaelmouth,Nuclear,Padres,2,Empleado público,Secundaria,2,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,No,Premeditado,Sí,Solo,8,Sí
5,2014-02-14,Otro,Mcmillanbury,Nuclear,Abuelos,1,Obrero,Técnico,6,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Impulsivo,No,Con otras personas,7,No
10,2016-06-25,Otro,Marissabury,Nuclear,Tios,6,Empleado público,Universitario,2,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Impulsivo,Sí,Con otras personas,13,No
12,2018-05-20,Femenino,Lisahaven,Nuclear,Hermanos,1,Empresario,Técnico,6,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Impulsivo,No,Solo,13,Sí
3,2014-02-08,Masculino,East Anthonyhaven,Monoparental,Padres,7,Empresario,Técnico,7,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Premeditado,No,Solo,8,No
14,2023-07-28,Femenino,Lisatown,Extendida,Padres,3,Empleado público,Universitario,6,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Premeditado,No,Solo,11,No
14,2017-08-04,Masculino,Port Johnchester,Extendida,Padres,2,Empresario,Universitario,6,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Premeditado,Sí,Solo,11,Sí
2,2007-07-01,Masculino,West Michael,Extendida,Otros familiares,7,Empresario,Técnico,2,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Impulsivo,No,Solo,8,No
7,2014-11-20,Masculino,Reynoldsport,Nuclear,Hermanos,7,Obrero,Secundaria,4,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Impulsivo,Sí,Solo,11,No
3,2018-02-17,Femenino,Lake Hectortown,Nuclear,Otros familiares,5,Empresario,Técnico,6,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,10,Sí
13,2018-11-19,Masculino,South Rosefurt,Nuclear,Tios,5,Profesional,Secundaria,6,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Premeditado,No,Solo,6,No
14,2020-05-29,Otro,South Elizabethside,Nuclear,Abuelos,6,Obrero,Técnico,5,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Premeditado,No,Con otras personas,14,No
13,2014-10-03,Otro,Summersland,Monoparental,Padres,2,Obrero,Técnico,6,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Impulsivo,Sí,Solo,6,No
16,2010-01-26,Masculino,Lunabury,Extendida,Otros familiares,6,Desempleado,Técnico,8,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Impulsivo,Sí,Solo,7,Sí
7,2016-11-05,Otro,Bowenchester,Extendida,Hermanos,7,Obrero,Secundaria,7,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,14,No
13,2021-09-14,Otro,Monicafort,Nuclear,Otros familiares,4,Empresario,Universitario,5,Sí,No,No,No,No,No,No,Sí,Sí,No,No,Impulsivo,Sí,Solo,9,No
10,2009-12-15,Masculino,South Christopher,Monoparental,Tios,2,Obrero,Secundaria,2,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Impulsivo,Sí,Solo,7,No
13,2015-05-24,Otro,New Scottland,Extendida,Hermanos,6,Obrero,Primaria,1,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Premeditado,Sí,Con otras personas,14,No
1,2020-06-04,Otro,North Jessicaville,Nuclear,Abuelos,3,Empleado público,Secundaria,2,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Premeditado,Sí,Solo,12,Sí
5,2017-03-28,Femenino,Josephshire,Nuclear,Otros familiares,3,Obrero,Técnico,6,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Premeditado,No,Solo,9,Sí
10,2014-11-09,Otro,New Heatherberg,Extendida,Abuelos,5,Profesor,Técnico,9,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Premeditado,No,Con otras personas,12,Sí
13,2023-05-18,Otro,Russellmouth,Nuclear,Padres,6,Empleado público,Técnico,4,No,No,No,Sí,No,Sí,No,Sí,Sí,No,No,Premeditado,No,Con otras personas,10,No
13,2017-10-11,Masculino,Jimenezhaven,Nuclear,Padres,1,Profesor,Universitario,7,Sí,No,No,Sí,No,Sí,No,No,No,No,No,Impulsivo,Sí,Solo,7,Sí
13,2021-01-21,Femenino,Lake Cherylfort,Monoparental,Otros familiares,3,Profesional,Primaria,2,Sí,Sí,No,Sí,No,No,No,No,Sí,No,No,Premeditado,Sí,Con otras personas,12,No
2,2007-08-03,Femenino,Natalietown,Extendida,Hermanos,4,Profesor,Universitario,1,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Premeditado,Sí,Solo,14,Sí
9,2011-12-26,Otro,Port Aaronville,Nuclear,Abuelos,6,Profesional,Primaria,9,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,Impulsivo,No,Con otras personas,7,No
6,2013-08-06,Masculino,New Deniseview,Nuclear,Padres,6,Empleado público,Técnico,3,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Premeditado,Sí,Solo,11,Sí
9,2018-06-01,Otro,East Brandonmouth,Monoparental,Otros familiares,2,Empleado público,Primaria,3,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,No,Impulsivo,No,Solo,14,No
10,2016-09-06,Otro,Clarkfurt,Monoparental,Otros familiares,5,Empleado público,Primaria,5,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Impulsivo,Sí,Solo,12,Sí
16,2017-09-11,Femenino,Port Adamville,Extendida,Tios,4,Desempleado,Secundaria,3,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,Impulsivo,Sí,Solo,9,No
13,2009-06-20,Femenino,North Brookeville,Extendida,Tios,6,Desempleado,Secundaria,7,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Premeditado,No,Solo,9,No
7,2021-01-08,Femenino,Lake Miguelport,Nuclear,Otros familiares,6,Empleado público,Secundaria,7,No,No,Sí,No,Sí,No,No,No,No,No,Sí,Premeditado,No,Con otras personas,6,Sí
8,2022-06-24,Masculino,North Bianca,Nuclear,Hermanos,5,Empleado público,Técnico,2,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Premeditado,No,Solo,9,Sí
3,2008-08-19,Otro,Lake Paul,Nuclear,Padres,7,Empleado público,Primaria,3,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Con otras personas,10,Sí
12,2009-06-30,Masculino,Danielleland,Nuclear,Padres,1,Empresario,Técnico,7,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Premeditado,Sí,Solo,14,No
10,2017-01-19,Masculino,Johnsonbury,Extendida,Padres,7,Desempleado,Universitario,4,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Impulsivo,Sí,Solo,14,No
7,2009-05-29,Otro,North Karenfurt,Extendida,Otros familiares,7,Profesional,Secundaria,3,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Sí,Impulsivo,Sí,Con otras personas,6,Sí
5,2021-09-30,Femenino,Cervantesberg,Extendida,Tios,7,Empresario,Técnico,3,No,No,No,No,Sí,No,No,No,No,No,No,Premeditado,No,Solo,6,No
15,2018-10-19,Femenino,Lake Bryanville,Nuclear,Padres,1,Desempleado,Técnico,1,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Premeditado,Sí,Con otras personas,9,Sí
13,2013-02-28,Otro,New Phillipmouth,Monoparental,Tios,2,Profesor,Universitario,4,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,Premeditado,No,Con otras personas,11,Sí
11,2017-05-12,Femenino,Apriltown,Monoparental,Abuelos,4,Obrero,Universitario,5,Sí,No,Sí,Sí,No,No,No,No,No,No,No,Impulsivo,No,Solo,9,Sí
11,2016-10-04,Femenino,Joannaborough,Nuclear,Hermanos,5,Profesional,Primaria,8,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Impulsivo,Sí,Solo,11,Sí
2,2015-01-06,Otro,New Darrell,Nuclear,Tios,1,Obrero,Primaria,6,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,Premeditado,Sí,Con otras personas,14,Sí
10,2019-06-14,Femenino,South Chloe,Monoparental,Abuelos,5,Empleado público,Técnico,3,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,Premeditado,No,Solo,8,Sí
14,2016-09-26,Femenino,Lake Susan,Extendida,Otros familiares,4,Empleado público,Primaria,1,Sí,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Impulsivo,Sí,Solo,14,No
16,2012-12-10,Otro,Suttonberg,Extendida,Abuelos,6,Empleado público,Técnico,9,No,No,Sí,No,Sí,No,No,No,No,No,No,Premeditado,No,Solo,6,Sí
10,2023-04-28,Otro,Barreraland,Monoparental,Hermanos,5,Obrero,Secundaria,2,No,No,No,No,Sí,No,No,No,No,No,No,Premeditado,No,Solo,14,No
3,2013-10-25,Femenino,North Tara,Extendida,Otros familiares,7,Profesor,Primaria,4,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Premeditado,No,Solo,12,No
8,2022-12-29,Femenino,East Lisaview,Nuclear,Abuelos,7,Empleado público,Primaria,3,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Impulsivo,Sí,Con otras personas,12,No
5,2014-04-30,Otro,West Brianshire,Monoparental,Otros familiares,3,Desempleado,Secundaria,6,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Impulsivo,No,Solo,8,No
7,2023-09-28,Masculino,East Heather,Extendida,Hermanos,7,Profesional,Técnico,6,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Con otras personas,14,No
9,2010-05-20,Masculino,South Jason,Monoparental,Otros familiares,4,Empresario,Secundaria,2,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Impulsivo,Sí,Con otras personas,9,Sí
17,2006-04-14,Masculino,North Donald,Nuclear,Hermanos,7,Profesor,Técnico,3,Sí,No,No,Sí,No,Sí,No,No,Sí,No,No,Premeditado,No,Con otras personas,6,No
9,2022-09-27,Femenino,Lake Martha,Extendida,Tios,6,Profesional,Universitario,4,No,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,Impulsivo,Sí,Con otras personas,8,No
1,2020-11-07,Femenino,Haynesbury,Nuclear,Padres,3,Profesor,Técnico,4,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,Premeditado,Sí,Con otras personas,11,Sí
15,2009-06-11,Otro,Gonzalesmouth,Extendida,Padres,1,Profesional,Primaria,8,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Premeditado,No,Con otras personas,10,Sí
6,2016-03-08,Otro,West Lukemouth,Nuclear,Hermanos,7,Empleado público,Universitario,1,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Premeditado,Sí,Solo,10,No
3,2016-01-29,Masculino,East Zacharyton,Monoparental,Padres,3,Empleado público,Primaria,7,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Premeditado,Sí,Con otras personas,13,Sí
1,2018-06-17,Femenino,Wendyview,Extendida,Hermanos,5,Obrero,Universitario,4,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Premeditado,No,Con otras personas,14,Sí
11,2011-12-19,Femenino,North Derek,Monoparental,Tios,4,Profesional,Secundaria,4,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Premeditado,No,Con otras personas,8,No
8,2023-10-01,Otro,East Josephborough,Monoparental,Otros familiares,3,Desempleado,Primaria,3,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,No,Premeditado,Sí,Solo,7,No
14,2021-12-18,Femenino,Lake Rhondastad,Nuclear,Abuelos,1,Obrero,Técnico,2,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Impulsivo,Sí,Con otras personas,7,No
5,2019-12-21,Femenino,Levychester,Monoparental,Abuelos,7,Empleado público,Técnico,1,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Con otras personas,8,No
10,2022-06-24,Masculino,Port Ericberg,Monoparental,Padres,4,Empleado público,Universitario,4,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Premeditado,No,Solo,14,Sí
8,2006-05-10,Femenino,North Kaylaville,Monoparental,Hermanos,4,Empleado público,Primaria,2,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,12,Sí
12,2011-12-29,Femenino,South Amandafurt,Monoparental,Hermanos,3,Profesor,Universitario,9,No,No,Sí,No,Sí,No,No,Sí,Sí,No,No,Premeditado,Sí,Solo,11,Sí
14,2010-05-02,Otro,Claytonburgh,Monoparental,Tios,7,Profesional,Primaria,5,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Impulsivo,Sí,Solo,7,No
3,2016-12-25,Otro,North Richard,Extendida,Tios,7,Desempleado,Técnico,3,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,7,No
5,2007-04-10,Masculino,Westchester,Nuclear,Otros familiares,4,Obrero,Técnico,1,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,10,Sí
6,2019-08-02,Femenino,North Elizabethstad,Nuclear,Hermanos,5,Profesional,Técnico,6,Sí,No,No,No,No,Sí,No,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,8,Sí
3,2020-07-13,Masculino,Salinastown,Monoparental,Abuelos,1,Empresario,Técnico,9,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,Premeditado,No,Solo,13,No
15,2010-08-28,Masculino,West Sarahville,Monoparental,Hermanos,1,Empleado público,Secundaria,1,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Impulsivo,Sí,Solo,10,Sí
5,2014-01-14,Masculino,North Joshuamouth,Extendida,Tios,7,Obrero,Técnico,2,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Premeditado,Sí,Con otras personas,12,No
1,2015-06-21,Femenino,West Russell,Nuclear,Otros familiares,3,Empleado público,Técnico,7,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Impulsivo,No,Solo,12,Sí
1,2022-11-12,Otro,West Aimeestad,Monoparental,Tios,3,Profesor,Secundaria,7,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Impulsivo,Sí,Solo,8,No
9,2016-01-10,Femenino,South Michelle,Nuclear,Padres,1,Desempleado,Universitario,2,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,Impulsivo,No,Con otras personas,7,Sí
15,2010-01-17,Masculino,West Ralph,Monoparental,Hermanos,5,Empleado público,Primaria,1,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Premeditado,Sí,Solo,7,No
8,2011-08-12,Otro,New Dale,Extendida,Abuelos,2,Empresario,Universitario,5,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Premeditado,Sí,Solo,12,No
16,2006-06-02,Femenino,Lake David,Extendida,Padres,1,Profesional,Primaria,7,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Impulsivo,Sí,Solo,7,Sí
16,2017-09-05,Femenino,Lake Carol,Extendida,Padres,6,Empleado público,Técnico,3,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Impulsivo,No,Solo,6,Sí
15,2015-03-17,Masculino,New Melaniemouth,Extendida,Otros familiares,2,Profesor,Universitario,3,Sí,No,No,No,No,No,No,No,No,No,Sí,Impulsivo,No,Solo,10,Sí
2,2022-12-03,Otro,South Jessica,Monoparental,Padres,2,Desempleado,Universitario,2,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Premeditado,Sí,Solo,12,No
8,2006-11-09,Otro,Lake Jasonborough,Monoparental,Tios,6,Empleado público,Universitario,5,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,12,No
7,2018-09-11,Femenino,New Jasonburgh,Extendida,Abuelos,2,Profesor,Secundaria,9,No,No,No,No,Sí,No,No,No,No,No,Sí,Premeditado,Sí,Solo,14,No
3,2011-01-16,Femenino,Laurenport,Nuclear,Padres,7,Empleado público,Primaria,2,No,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,Impulsivo,Sí,Con otras personas,6,Sí
16,2018-07-10,Femenino,Valenciabury,Monoparental,Padres,3,Profesor,Secundaria,5,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,Premeditado,Sí,Solo,11,Sí
17,2017-10-11,Otro,North Wesleyborough,Extendida,Tios,2,Obrero,Secundaria,8,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,10,Sí
5,2019-12-04,Femenino,Romanville,Nuclear,Tios,7,Profesor,Técnico,4,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Impulsivo,No,Con otras personas,9,Sí
6,2017-11-02,Femenino,Pollardborough,Monoparental,Otros familiares,3,Profesional,Universitario,7,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Impulsivo,Sí,Con otras personas,13,Sí
10,2017-03-22,Masculino,Montgomeryport,Nuclear,Hermanos,3,Empresario,Primaria,4,No,Sí,No,No,No,Sí,No,No,No,No,No,Premeditado,Sí,Con otras personas,14,No
3,2015-01-12,Otro,Mooneyton,Nuclear,Otros familiares,5,Obrero,Secundaria,1,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Impulsivo,No,Solo,7,Sí
16,2020-01-27,Femenino,New Markmouth,Extendida,Otros familiares,1,Empleado público,Técnico,4,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,9,Sí
7,2010-07-19,Otro,North Maurice,Monoparental,Hermanos,7,Profesional,Secundaria,9,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,Premeditado,Sí,Con otras personas,12,No
5,2011-07-30,Femenino,Collinston,Monoparental,Padres,7,Obrero,Secundaria,5,No,No,Sí,Sí,No,No,Sí,No,No,No,No,Premeditado,No,Con otras personas,7,Sí
10,2017-04-22,Masculino,Cherryfurt,Monoparental,Padres,4,Profesor,Primaria,3,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,9,Sí
3,2011-09-05,Femenino,Davidsonburgh,Extendida,Padres,5,Profesor,Universitario,1,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Premeditado,No,Con otras personas,8,No
10,2022-01-06,Masculino,Lake Jamesfurt,Extendida,Tios,2,Obrero,Universitario,2,No,Sí,Sí,No,No,Sí,No,No,No,No,No,Premeditado,No,Con otras personas,6,Sí
12,2011-10-14,Femenino,Tateburgh,Monoparental,Hermanos,6,Obrero,Técnico,8,Sí,Sí,No,No,No,No,No,Sí,No,No,No,Impulsivo,No,Solo,10,No
11,2014-03-17,Masculino,Jonesmouth,Monoparental,Abuelos,3,Desempleado,Primaria,6,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Premeditado,No,Solo,10,No
4,2020-01-16,Masculino,Stephaniehaven,Extendida,Tios,2,Desempleado,Primaria,6,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,Sí,Impulsivo,No,Con otras personas,11,Sí
1,2008-10-29,Femenino,South Garyshire,Nuclear,Tios,4,Profesional,Técnico,9,No,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Premeditado,Sí,Con otras personas,14,No
9,2007-03-21,Femenino,East Emily,Nuclear,Abuelos,2,Profesional,Secundaria,8,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Premeditado,No,Solo,8,No
5,2019-08-04,Masculino,Haileybury,Extendida,Tios,6,Profesional,Primaria,8,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,Premeditado,No,Solo,8,Sí
15,2008-12-21,Femenino,Berryside,Extendida,Hermanos,1,Profesional,Primaria,9,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Premeditado,No,Con otras personas,9,No
14,2014-01-25,Otro,North James,Extendida,Hermanos,1,Profesional,Secundaria,6,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Impulsivo,No,Solo,13,Sí
14,2010-09-03,Masculino,North Ashleyside,Monoparental,Padres,4,Desempleado,Secundaria,6,No,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,Premeditado,No,Solo,6,No
11,2017-12-11,Masculino,East Brad,Extendida,Tios,1,Empresario,Secundaria,8,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,7,No
16,2012-12-07,Femenino,Berrymouth,Nuclear,Hermanos,4,Obrero,Universitario,3,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Premeditado,Sí,Con otras personas,11,Sí
16,2006-12-12,Otro,Michaelmouth,Extendida,Hermanos,2,Empresario,Universitario,9,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Impulsivo,Sí,Solo,7,No
6,2018-01-12,Masculino,Port John,Nuclear,Abuelos,2,Empresario,Secundaria,9,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,11,Sí
7,2018-03-27,Masculino,Christinaburgh,Monoparental,Otros familiares,3,Empresario,Secundaria,7,Sí,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Premeditado,Sí,Solo,6,Sí
16,2015-09-07,Femenino,West Megan,Monoparental,Abuelos,5,Desempleado,Técnico,8,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sí,Impulsivo,No,Solo,12,No
16,2013-02-22,Otro,South Jason,Extendida,Padres,6,Empresario,Primaria,6,Sí,Sí,No,No,No,Sí,Sí,No,Sí,No,No,Premeditado,Sí,Solo,11,Sí
8,2021-02-19,Masculino,East Marcus,Extendida,Abuelos,5,Empleado público,Secundaria,3,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,13,Sí
4,2013-08-05,Femenino,Jessicashire,Extendida,Hermanos,3,Empleado público,Primaria,1,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Impulsivo,No,Con otras personas,13,Sí
9,2015-12-06,Femenino,Shortmouth,Nuclear,Hermanos,7,Empleado público,Primaria,9,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Impulsivo,No,Con otras personas,9,No
1,2023-07-20,Femenino,North Dawnstad,Extendida,Tios,3,Obrero,Primaria,8,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,Premeditado,No,Solo,7,Sí
4,2008-04-20,Masculino,Manningland,Extendida,Tios,3,Empleado público,Secundaria,5,No,Sí,No,Sí,No,Sí,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,8,Sí
